Gene,GCF_000007545,GCF_000020745,GCF_000020885,GCF_000020925,GCF_000022165,GCF_000170215,GCF_000171415,GCF_000171515,GCF_000171535
LNHIMF_00903,peppan_g_2062,peppan_g_5360,peppan_g_9775,peppan_g_14355,peppan_g_18933,peppan_g_24024,peppan_g_28469,peppan_g_32940,peppan_g_37671
LNHIMF_00912,peppan_g_2053,peppan_g_5369,peppan_g_9784,peppan_g_14364,peppan_g_18942,peppan_g_24033,peppan_g_28478,peppan_g_32931,peppan_g_37662
LNHIMF_00913,peppan_g_2052,peppan_g_5370,peppan_g_9785,peppan_g_14365,peppan_g_18943,peppan_g_24034,peppan_g_28479,peppan_g_32930,peppan_g_37661
LNHIMF_00928,peppan_g_2037,peppan_g_5385,peppan_g_9800,peppan_g_14380,peppan_g_18958,peppan_g_24049,peppan_g_28494,peppan_g_32915,peppan_g_37603
LNHIMF_00949,peppan_g_2015,peppan_g_5407,peppan_g_9823,peppan_g_14402,peppan_g_18981,peppan_g_24071,peppan_g_28523,peppan_g_32893,peppan_g_37581
LNHIMF_00955,peppan_g_2009,peppan_g_5413,peppan_g_9829,peppan_g_14408,peppan_g_18987,peppan_g_24077,peppan_g_28529,peppan_g_32887,peppan_g_37575
LNHIMF_00958,peppan_g_2006,peppan_g_5416,peppan_g_9832,peppan_g_14411,peppan_g_18990,peppan_g_24080,peppan_g_28532,peppan_g_32884,peppan_g_37572
LNHIMF_00970,peppan_g_1993,peppan_g_5428,peppan_g_9847,peppan_g_14426,peppan_g_19005,peppan_g_24095,peppan_g_28547,peppan_g_32869,peppan_g_37557
LNHIMF_00972,peppan_g_1991,peppan_g_5430,peppan_g_9849,peppan_g_14428,peppan_g_19007,peppan_g_24097,peppan_g_28549,peppan_g_32867,peppan_g_37555
LNHIMF_00974,peppan_g_1989,peppan_g_5432,peppan_g_9851,peppan_g_14430,peppan_g_19009,peppan_g_24099,peppan_g_28551,peppan_g_32865,peppan_g_37553
LNHIMF_00976,peppan_g_1987,peppan_g_5434,peppan_g_9853,peppan_g_14432,peppan_g_19011,peppan_g_24101,peppan_g_28553,peppan_g_32863,peppan_g_37551
LNHIMF_00978,peppan_g_1985,peppan_g_5436,peppan_g_9855,peppan_g_14434,peppan_g_19013,peppan_g_24103,peppan_g_28555,peppan_g_32861,peppan_g_37549
LNHIMF_01007,peppan_g_1966,peppan_g_5464,peppan_g_9874,peppan_g_14462,peppan_g_19041,peppan_g_24131,peppan_g_28583,peppan_g_32833,peppan_g_37521
LNHIMF_01015,peppan_g_1958,peppan_g_5472,peppan_g_9882,peppan_g_14470,peppan_g_19049,peppan_g_24139,peppan_g_28591,peppan_g_32825,peppan_g_37513
LNHIMF_01022,peppan_g_1951,peppan_g_5479,peppan_g_9889,peppan_g_14477,peppan_g_19056,peppan_g_24146,peppan_g_28598,peppan_g_32818,peppan_g_37506
LNHIMF_01028,peppan_g_1945,peppan_g_5485,peppan_g_9895,peppan_g_14483,peppan_g_19062,peppan_g_24152,peppan_g_28604,peppan_g_32812,peppan_g_37500
LNHIMF_01030,peppan_g_1943,peppan_g_5487,peppan_g_9897,peppan_g_14485,peppan_g_19064,peppan_g_24154,peppan_g_28606,peppan_g_32810,peppan_g_37498
LNHIMF_01034,peppan_g_1939,peppan_g_5491,peppan_g_9901,peppan_g_14489,peppan_g_19068,peppan_g_24158,peppan_g_28610,peppan_g_32806,peppan_g_37494
LNHIMF_01038,peppan_g_1934,peppan_g_5494,peppan_g_9911,peppan_g_14494,peppan_g_19075,peppan_g_24164,peppan_g_28616,peppan_g_32800,peppan_g_37486
LNHIMF_01046,peppan_g_1926,peppan_g_5502,peppan_g_9919,peppan_g_14502,peppan_g_19083,peppan_g_24172,peppan_g_28624,peppan_g_32792,peppan_g_37478
LNHIMF_01059,peppan_g_1914,peppan_g_5514,peppan_g_9931,peppan_g_14514,peppan_g_19095,peppan_g_24184,peppan_g_28636,peppan_g_32780,peppan_g_37466
LNHIMF_01063,peppan_g_1910,peppan_g_5518,peppan_g_9935,peppan_g_14518,peppan_g_19099,peppan_g_24188,peppan_g_28640,peppan_g_32776,peppan_g_37462
LNHIMF_01074,peppan_g_1899,peppan_g_5529,peppan_g_9946,peppan_g_14529,peppan_g_19110,peppan_g_24199,peppan_g_28651,peppan_g_32765,peppan_g_37451
LNHIMF_01083,peppan_g_1890,peppan_g_5538,peppan_g_9955,peppan_g_14538,peppan_g_19119,peppan_g_24208,peppan_g_28660,peppan_g_31990,peppan_g_37442
LNHIMF_01085,peppan_g_1888,peppan_g_5540,peppan_g_9957,peppan_g_14540,peppan_g_19121,peppan_g_24210,peppan_g_28662,peppan_g_31992,peppan_g_37440
LNHIMF_01094,peppan_g_1811,peppan_g_5550,peppan_g_9970,peppan_g_14608,peppan_g_19191,peppan_g_24223,peppan_g_27701,peppan_g_31932,peppan_g_37371
LNHIMF_01098,peppan_g_1807,peppan_g_5554,peppan_g_9974,peppan_g_14612,peppan_g_19195,peppan_g_24227,peppan_g_27705,peppan_g_31928,peppan_g_37367
LNHIMF_01134,peppan_g_1772,peppan_g_5588,peppan_g_10009,peppan_g_14646,peppan_g_19229,peppan_g_24261,peppan_g_27739,peppan_g_32479,peppan_g_37333
LNHIMF_01136,peppan_g_1770,peppan_g_5590,peppan_g_10011,peppan_g_14648,peppan_g_19231,peppan_g_24263,peppan_g_27741,peppan_g_32477,peppan_g_37331
LNHIMF_01153,peppan_g_1753,peppan_g_5607,peppan_g_10028,peppan_g_14665,peppan_g_19248,peppan_g_24280,peppan_g_27758,peppan_g_32460,peppan_g_37314
LNHIMF_01173,peppan_g_1735,peppan_g_5625,peppan_g_10921,peppan_g_15606,peppan_g_19266,peppan_g_24298,peppan_g_27913,peppan_g_32442,peppan_g_37296
LNHIMF_01186,peppan_g_1723,peppan_g_5637,peppan_g_10909,peppan_g_15594,peppan_g_19278,peppan_g_24310,peppan_g_27925,peppan_g_32430,peppan_g_37284
LNHIMF_01188,peppan_g_1721,peppan_g_5639,peppan_g_10907,peppan_g_15592,peppan_g_19280,peppan_g_24312,peppan_g_27927,peppan_g_32428,peppan_g_37282
LNHIMF_01193,peppan_g_1717,peppan_g_5643,peppan_g_10903,peppan_g_15588,peppan_g_19284,peppan_g_24316,peppan_g_27931,peppan_g_32424,peppan_g_37278
LNHIMF_01200,peppan_g_1710,peppan_g_5650,peppan_g_10896,peppan_g_15581,peppan_g_19291,peppan_g_24323,peppan_g_27938,peppan_g_32417,peppan_g_37271
LNHIMF_01204,peppan_g_1706,peppan_g_5654,peppan_g_10892,peppan_g_15577,peppan_g_19295,peppan_g_24327,peppan_g_27942,peppan_g_32413,peppan_g_37267
LNHIMF_01207,peppan_g_1703,peppan_g_5657,peppan_g_10889,peppan_g_15574,peppan_g_19298,peppan_g_24330,peppan_g_27945,peppan_g_32410,peppan_g_37264
LNHIMF_01210,peppan_g_1700,peppan_g_5660,peppan_g_10886,peppan_g_15571,peppan_g_19301,peppan_g_24333,peppan_g_27948,peppan_g_32407,peppan_g_37261
LNHIMF_01219,peppan_g_1689,peppan_g_5669,peppan_g_10877,peppan_g_15562,peppan_g_19310,peppan_g_24342,peppan_g_27957,peppan_g_32398,peppan_g_37252
LNHIMF_01228,peppan_g_1683,peppan_g_5677,peppan_g_10869,peppan_g_15554,peppan_g_19318,peppan_g_24350,peppan_g_27965,peppan_g_32395,peppan_g_37244
LNHIMF_01240,peppan_g_1677,peppan_g_5689,peppan_g_10863,peppan_g_15548,peppan_g_19324,peppan_g_24356,peppan_g_27971,peppan_g_32389,peppan_g_37238
LNHIMF_01248,peppan_g_1669,peppan_g_5697,peppan_g_10855,peppan_g_15540,peppan_g_19332,peppan_g_24364,peppan_g_27979,peppan_g_32381,peppan_g_37230
LNHIMF_01254,peppan_g_1662,peppan_g_5704,peppan_g_10848,peppan_g_15533,peppan_g_19339,peppan_g_24371,peppan_g_27986,peppan_g_32374,peppan_g_37223
LNHIMF_01271,peppan_g_1645,peppan_g_5721,peppan_g_10831,peppan_g_15516,peppan_g_19357,peppan_g_24388,peppan_g_28003,peppan_g_32357,peppan_g_37206
LNHIMF_01274,peppan_g_1642,peppan_g_5724,peppan_g_10828,peppan_g_15513,peppan_g_19360,peppan_g_24391,peppan_g_28006,peppan_g_32354,peppan_g_37203
LNHIMF_01275,peppan_g_1641,peppan_g_5725,peppan_g_10827,peppan_g_15512,peppan_g_19361,peppan_g_24392,peppan_g_28007,peppan_g_32353,peppan_g_37202
LNHIMF_01294,peppan_g_1095,peppan_g_5742,peppan_g_10812,peppan_g_15499,peppan_g_19438,peppan_g_24467,peppan_g_28085,peppan_g_32340,peppan_g_37189
LNHIMF_01316,peppan_g_1115,peppan_g_5762,peppan_g_10792,peppan_g_15479,peppan_g_19458,peppan_g_24487,peppan_g_31871,peppan_g_32320,peppan_g_37169
LNHIMF_01323,peppan_g_1122,peppan_g_5768,peppan_g_10786,peppan_g_15473,peppan_g_19464,peppan_g_24493,peppan_g_31865,peppan_g_32314,peppan_g_37163
LNHIMF_01328,peppan_g_1126,peppan_g_5773,peppan_g_10781,peppan_g_15468,peppan_g_19469,peppan_g_24498,peppan_g_31860,peppan_g_32309,peppan_g_37159
LNHIMF_01334,peppan_g_1132,peppan_g_5779,peppan_g_10775,peppan_g_15463,peppan_g_19475,peppan_g_24504,peppan_g_31854,peppan_g_32303,peppan_g_37153
LNHIMF_01335,peppan_g_1133,peppan_g_5780,peppan_g_10774,peppan_g_15462,peppan_g_19476,peppan_g_24505,peppan_g_31853,peppan_g_32302,peppan_g_37152
LNHIMF_01339,peppan_g_1137,peppan_g_5784,peppan_g_10770,peppan_g_15458,peppan_g_19480,peppan_g_24509,peppan_g_31849,peppan_g_32757,peppan_g_37148
LNHIMF_01348,peppan_g_1146,peppan_g_5793,peppan_g_10761,peppan_g_15440,peppan_g_19489,peppan_g_24518,peppan_g_31840,peppan_g_32739,peppan_g_37139
LNHIMF_01360,peppan_g_1158,peppan_g_5805,peppan_g_10749,peppan_g_15428,peppan_g_19501,peppan_g_24530,peppan_g_31828,peppan_g_32727,peppan_g_37127
LNHIMF_01363,peppan_g_1161,peppan_g_5808,peppan_g_10746,peppan_g_15425,peppan_g_19504,peppan_g_24533,peppan_g_31825,peppan_g_32724,peppan_g_37124
LNHIMF_01368,peppan_g_1167,peppan_g_5813,peppan_g_10741,peppan_g_15420,peppan_g_19509,peppan_g_24538,peppan_g_31820,peppan_g_32719,peppan_g_37119
LNHIMF_01372,peppan_g_1171,peppan_g_5817,peppan_g_10737,peppan_g_15416,peppan_g_19513,peppan_g_24542,peppan_g_31816,peppan_g_32715,peppan_g_37115
LNHIMF_01375,peppan_g_1174,peppan_g_5820,peppan_g_10734,peppan_g_15413,peppan_g_19516,peppan_g_24545,peppan_g_31813,peppan_g_32712,peppan_g_37112
LNHIMF_01378,peppan_g_1177,peppan_g_5823,peppan_g_10731,peppan_g_15410,peppan_g_19519,peppan_g_24548,peppan_g_31810,peppan_g_32709,peppan_g_37109
LNHIMF_01379,peppan_g_1180,peppan_g_5824,peppan_g_10730,peppan_g_15407,peppan_g_19522,peppan_g_24551,peppan_g_31809,peppan_g_32708,peppan_g_37030
LNHIMF_01385,peppan_g_1186,peppan_g_5830,peppan_g_10724,peppan_g_15401,peppan_g_19528,peppan_g_24557,peppan_g_31803,peppan_g_32702,peppan_g_37024
LNHIMF_01390,peppan_g_1190,peppan_g_5834,peppan_g_10720,peppan_g_15397,peppan_g_19532,peppan_g_24561,peppan_g_31799,peppan_g_32698,peppan_g_37020
LNHIMF_01412,peppan_g_1199,peppan_g_5855,peppan_g_10699,peppan_g_15376,peppan_g_19553,peppan_g_24582,peppan_g_31778,peppan_g_32677,peppan_g_36999
LNHIMF_01413,peppan_g_1200,peppan_g_5856,peppan_g_10698,peppan_g_15375,peppan_g_19554,peppan_g_24583,peppan_g_31777,peppan_g_32676,peppan_g_36998
LNHIMF_01414,peppan_g_1201,peppan_g_5857,peppan_g_10697,peppan_g_15374,peppan_g_19555,peppan_g_24584,peppan_g_31776,peppan_g_32675,peppan_g_36997
LNHIMF_01418,peppan_g_1204,peppan_g_5860,peppan_g_10694,peppan_g_15371,peppan_g_19558,peppan_g_24587,peppan_g_31773,peppan_g_32672,peppan_g_36994
LNHIMF_01427,peppan_g_1213,peppan_g_5869,peppan_g_10685,peppan_g_15362,peppan_g_19567,peppan_g_24596,peppan_g_31764,peppan_g_32662,peppan_g_36984
LNHIMF_01433,peppan_g_1219,peppan_g_5875,peppan_g_10679,peppan_g_15356,peppan_g_19573,peppan_g_24602,peppan_g_31758,peppan_g_32656,peppan_g_36978
LNHIMF_01443,peppan_g_1229,peppan_g_5885,peppan_g_10669,peppan_g_15346,peppan_g_19583,peppan_g_24612,peppan_g_31748,peppan_g_32646,peppan_g_36968
LNHIMF_01455,peppan_g_1241,peppan_g_5897,peppan_g_10657,peppan_g_15334,peppan_g_19595,peppan_g_24624,peppan_g_31736,peppan_g_32634,peppan_g_36956
LNHIMF_01463,peppan_g_1249,peppan_g_5905,peppan_g_10649,peppan_g_15326,peppan_g_19603,peppan_g_24632,peppan_g_31728,peppan_g_32626,peppan_g_36948
LNHIMF_01465,peppan_g_1251,peppan_g_5907,peppan_g_10647,peppan_g_15324,peppan_g_19605,peppan_g_24634,peppan_g_31726,peppan_g_32624,peppan_g_36946
LNHIMF_01467,peppan_g_1253,peppan_g_5909,peppan_g_10645,peppan_g_15322,peppan_g_19607,peppan_g_24636,peppan_g_31724,peppan_g_32622,peppan_g_36944
LNHIMF_01477,peppan_g_1261,peppan_g_5917,peppan_g_10637,peppan_g_15314,peppan_g_19615,peppan_g_24644,peppan_g_31716,peppan_g_31936,peppan_g_36936
LNHIMF_01481,peppan_g_1263,peppan_g_5919,peppan_g_10635,peppan_g_15312,peppan_g_19617,peppan_g_24646,peppan_g_31714,peppan_g_31938,peppan_g_36934
LNHIMF_01485,peppan_g_1267,peppan_g_5923,peppan_g_10631,peppan_g_15308,peppan_g_19621,peppan_g_24650,peppan_g_31710,peppan_g_31942,peppan_g_36930
LNHIMF_01489,peppan_g_1271,peppan_g_5927,peppan_g_10627,peppan_g_15304,peppan_g_19625,peppan_g_24654,peppan_g_31706,peppan_g_31946,peppan_g_36926
LNHIMF_01500,peppan_g_1282,peppan_g_5938,peppan_g_10616,peppan_g_15293,peppan_g_19636,peppan_g_24665,peppan_g_31695,peppan_g_32056,peppan_g_36915
LNHIMF_01526,peppan_g_1305,peppan_g_5964,peppan_g_10591,peppan_g_15270,peppan_g_19659,peppan_g_24688,peppan_g_31672,peppan_g_32033,peppan_g_36892
LNHIMF_01553,peppan_g_1381,peppan_g_5991,peppan_g_10564,peppan_g_15243,peppan_g_19686,peppan_g_24715,peppan_g_31645,peppan_g_36312,peppan_g_36865
LNHIMF_01554,peppan_g_1382,peppan_g_5992,peppan_g_10563,peppan_g_15242,peppan_g_19687,peppan_g_24716,peppan_g_31644,peppan_g_36311,peppan_g_36864
LNHIMF_01559,peppan_g_1387,peppan_g_5997,peppan_g_10558,peppan_g_15237,peppan_g_19692,peppan_g_24721,peppan_g_31639,peppan_g_36306,peppan_g_36859
LNHIMF_01644,peppan_g_1455,peppan_g_6081,peppan_g_10474,peppan_g_15169,peppan_g_19771,peppan_g_24800,peppan_g_31562,peppan_g_36229,peppan_g_36777
LNHIMF_01645,peppan_g_1456,peppan_g_6082,peppan_g_10473,peppan_g_15168,peppan_g_19772,peppan_g_24801,peppan_g_31561,peppan_g_36228,peppan_g_36776
LNHIMF_01649,peppan_g_1460,peppan_g_6086,peppan_g_10469,peppan_g_15164,peppan_g_19776,peppan_g_24805,peppan_g_31557,peppan_g_36224,peppan_g_36772
LNHIMF_01653,peppan_g_1464,peppan_g_6090,peppan_g_10465,peppan_g_15160,peppan_g_19780,peppan_g_24809,peppan_g_31553,peppan_g_36220,peppan_g_36768
LNHIMF_01659,peppan_g_1469,peppan_g_6096,peppan_g_10459,peppan_g_15154,peppan_g_19786,peppan_g_24815,peppan_g_31547,peppan_g_36214,peppan_g_36762
LNHIMF_01660,peppan_g_1470,peppan_g_6097,peppan_g_10458,peppan_g_15153,peppan_g_19787,peppan_g_24816,peppan_g_31546,peppan_g_36213,peppan_g_36761
LNHIMF_01671,peppan_g_1481,peppan_g_6108,peppan_g_10447,peppan_g_15142,peppan_g_19798,peppan_g_24827,peppan_g_31535,peppan_g_36202,peppan_g_36750
LNHIMF_01673,peppan_g_1483,peppan_g_6110,peppan_g_10445,peppan_g_15140,peppan_g_19800,peppan_g_24829,peppan_g_31533,peppan_g_36200,peppan_g_36748
LNHIMF_01679,peppan_g_1489,peppan_g_6116,peppan_g_10435,peppan_g_15134,peppan_g_19806,peppan_g_24835,peppan_g_31527,peppan_g_36194,peppan_g_36738
LNHIMF_01689,peppan_g_1493,peppan_g_6127,peppan_g_10424,peppan_g_15123,peppan_g_19817,peppan_g_24846,peppan_g_31516,peppan_g_36183,peppan_g_36727
LNHIMF_01698,peppan_g_1500,peppan_g_6134,peppan_g_10417,peppan_g_15116,peppan_g_19824,peppan_g_24853,peppan_g_31509,peppan_g_36176,peppan_g_36720
LNHIMF_01701,peppan_g_1503,peppan_g_6137,peppan_g_10414,peppan_g_15113,peppan_g_19827,peppan_g_24856,peppan_g_31506,peppan_g_36173,peppan_g_36717
LNHIMF_01704,peppan_g_1506,peppan_g_6140,peppan_g_10411,peppan_g_15110,peppan_g_19830,peppan_g_24859,peppan_g_31503,peppan_g_36170,peppan_g_36714
LNHIMF_01707,peppan_g_1509,peppan_g_6143,peppan_g_10408,peppan_g_15107,peppan_g_19833,peppan_g_24862,peppan_g_31500,peppan_g_36167,peppan_g_36711
LNHIMF_01719,peppan_g_1520,peppan_g_6153,peppan_g_10398,peppan_g_15098,peppan_g_19842,peppan_g_24871,peppan_g_31491,peppan_g_36158,peppan_g_36702
LNHIMF_01725,peppan_g_1526,peppan_g_6159,peppan_g_10392,peppan_g_15092,peppan_g_19848,peppan_g_24877,peppan_g_31485,peppan_g_36152,peppan_g_36696
LNHIMF_01762,peppan_g_1564,peppan_g_6196,peppan_g_10359,peppan_g_15059,peppan_g_19882,peppan_g_24910,peppan_g_31452,peppan_g_36119,peppan_g_36663
LNHIMF_01777,peppan_g_1579,peppan_g_6211,peppan_g_10344,peppan_g_15044,peppan_g_19897,peppan_g_24925,peppan_g_31437,peppan_g_36104,peppan_g_36648
LNHIMF_01784,peppan_g_1585,peppan_g_6217,peppan_g_10338,peppan_g_15037,peppan_g_19904,peppan_g_24932,peppan_g_31430,peppan_g_36098,peppan_g_36642
LNHIMF_01804,peppan_g_1604,peppan_g_6236,peppan_g_10319,peppan_g_15018,peppan_g_19923,peppan_g_24951,peppan_g_31411,peppan_g_36079,peppan_g_36623
LNHIMF_01817,peppan_g_1617,peppan_g_6249,peppan_g_10306,peppan_g_15005,peppan_g_19936,peppan_g_24964,peppan_g_31398,peppan_g_36066,peppan_g_36610
LNHIMF_01818,peppan_g_1618,peppan_g_6250,peppan_g_10305,peppan_g_15004,peppan_g_19937,peppan_g_24965,peppan_g_31397,peppan_g_36065,peppan_g_36609
LNHIMF_01819,peppan_g_1619,peppan_g_6251,peppan_g_10304,peppan_g_15003,peppan_g_19938,peppan_g_24966,peppan_g_31396,peppan_g_36064,peppan_g_36608
LNHIMF_01823,peppan_g_1623,peppan_g_6255,peppan_g_10300,peppan_g_14999,peppan_g_19942,peppan_g_24970,peppan_g_31392,peppan_g_36060,peppan_g_36604
LNHIMF_01858,peppan_g_1062,peppan_g_6288,peppan_g_10266,peppan_g_14966,peppan_g_19974,peppan_g_25002,peppan_g_31358,peppan_g_36028,peppan_g_36572
LNHIMF_01861,peppan_g_1059,peppan_g_6291,peppan_g_10263,peppan_g_14963,peppan_g_19977,peppan_g_25005,peppan_g_31355,peppan_g_36025,peppan_g_36569
LNHIMF_01866,peppan_g_1055,peppan_g_6295,peppan_g_10259,peppan_g_14959,peppan_g_19981,peppan_g_25009,peppan_g_31351,peppan_g_36021,peppan_g_36565
LNHIMF_01879,peppan_g_1042,peppan_g_6308,peppan_g_10246,peppan_g_14946,peppan_g_19994,peppan_g_25022,peppan_g_31338,peppan_g_36008,peppan_g_36552
LNHIMF_01896,peppan_g_1026,peppan_g_6324,peppan_g_10230,peppan_g_14930,peppan_g_20011,peppan_g_25038,peppan_g_31322,peppan_g_35992,peppan_g_36536
LNHIMF_01903,peppan_g_1019,peppan_g_6331,peppan_g_10223,peppan_g_14923,peppan_g_20018,peppan_g_25045,peppan_g_31315,peppan_g_35985,peppan_g_36529
LNHIMF_01908,peppan_g_1014,peppan_g_6336,peppan_g_10218,peppan_g_14918,peppan_g_20023,peppan_g_25050,peppan_g_31310,peppan_g_35980,peppan_g_36524
LNHIMF_01920,peppan_g_1002,peppan_g_6348,peppan_g_10206,peppan_g_14906,peppan_g_20035,peppan_g_25062,peppan_g_31298,peppan_g_35968,peppan_g_36512
LNHIMF_01923,peppan_g_999,peppan_g_6351,peppan_g_10203,peppan_g_14903,peppan_g_20038,peppan_g_25065,peppan_g_31295,peppan_g_35965,peppan_g_36509
LNHIMF_01956,peppan_g_972,peppan_g_6386,peppan_g_10178,peppan_g_14817,peppan_g_20071,peppan_g_25098,peppan_g_31251,peppan_g_35919,peppan_g_36473
LNHIMF_01963,peppan_g_965,peppan_g_6393,peppan_g_10171,peppan_g_14810,peppan_g_20078,peppan_g_25105,peppan_g_31241,peppan_g_35912,peppan_g_36466
LNHIMF_01984,peppan_g_945,peppan_g_6413,peppan_g_10150,peppan_g_14789,peppan_g_20099,peppan_g_25126,peppan_g_31220,peppan_g_35891,peppan_g_36445
LNHIMF_01988,peppan_g_941,peppan_g_6417,peppan_g_10146,peppan_g_14785,peppan_g_20103,peppan_g_25130,peppan_g_31216,peppan_g_35887,peppan_g_36441
LNHIMF_01993,peppan_g_936,peppan_g_6422,peppan_g_10141,peppan_g_14780,peppan_g_20108,peppan_g_25135,peppan_g_31211,peppan_g_35882,peppan_g_36436
LNHIMF_02019,peppan_g_914,peppan_g_6445,peppan_g_10118,peppan_g_14757,peppan_g_20131,peppan_g_25158,peppan_g_31188,peppan_g_35859,peppan_g_36413
LNHIMF_02021,peppan_g_912,peppan_g_6447,peppan_g_10116,peppan_g_14755,peppan_g_20133,peppan_g_25160,peppan_g_31186,peppan_g_35857,peppan_g_36411
LNHIMF_02023,peppan_g_910,peppan_g_6449,peppan_g_10114,peppan_g_14753,peppan_g_20135,peppan_g_25162,peppan_g_31184,peppan_g_35855,peppan_g_36409
LNHIMF_02025,peppan_g_908,peppan_g_6451,peppan_g_10112,peppan_g_14751,peppan_g_20137,peppan_g_25164,peppan_g_31182,peppan_g_35853,peppan_g_36407
LNHIMF_02045,peppan_g_887,peppan_g_6472,peppan_g_10091,peppan_g_14730,peppan_g_20159,peppan_g_25185,peppan_g_31161,peppan_g_35832,peppan_g_36386
LNHIMF_02046,peppan_g_886,peppan_g_6473,peppan_g_10090,peppan_g_14729,peppan_g_20160,peppan_g_25186,peppan_g_31160,peppan_g_35831,peppan_g_36385
LNHIMF_02047,peppan_g_885,peppan_g_6474,peppan_g_10089,peppan_g_14728,peppan_g_20161,peppan_g_25187,peppan_g_31159,peppan_g_35830,peppan_g_36384
LNHIMF_02052,peppan_g_880,peppan_g_6479,peppan_g_10084,peppan_g_14723,peppan_g_20166,peppan_g_25192,peppan_g_31154,peppan_g_35825,peppan_g_36379
LNHIMF_02062,peppan_g_871,peppan_g_6488,peppan_g_10075,peppan_g_14714,peppan_g_20175,peppan_g_25201,peppan_g_31145,peppan_g_35816,peppan_g_36370
LNHIMF_02092,peppan_g_838,peppan_g_6511,peppan_g_10991,peppan_g_15712,peppan_g_20249,peppan_g_25220,peppan_g_29073,peppan_g_35799,peppan_g_40929
LNHIMF_02094,peppan_g_836,peppan_g_6513,peppan_g_10993,peppan_g_15714,peppan_g_20251,peppan_g_25222,peppan_g_29071,peppan_g_35797,peppan_g_40927
LNHIMF_02098,peppan_g_832,peppan_g_6517,peppan_g_10997,peppan_g_15718,peppan_g_20255,peppan_g_25226,peppan_g_29067,peppan_g_35793,peppan_g_40923
LNHIMF_02103,peppan_g_827,peppan_g_6522,peppan_g_11002,peppan_g_15723,peppan_g_20260,peppan_g_25231,peppan_g_29062,peppan_g_35788,peppan_g_40918
LNHIMF_02127,peppan_g_804,peppan_g_6545,peppan_g_11025,peppan_g_15746,peppan_g_20283,peppan_g_25254,peppan_g_29039,peppan_g_35765,peppan_g_40895
LNHIMF_02131,peppan_g_800,peppan_g_6549,peppan_g_11029,peppan_g_15750,peppan_g_20287,peppan_g_25258,peppan_g_29035,peppan_g_35761,peppan_g_40891
LNHIMF_02241,peppan_g_755,peppan_g_6654,peppan_g_11073,peppan_g_15795,peppan_g_20331,peppan_g_25302,peppan_g_28988,peppan_g_35714,peppan_g_40856
LNHIMF_02247,peppan_g_749,peppan_g_6660,peppan_g_11079,peppan_g_15801,peppan_g_20337,peppan_g_25308,peppan_g_28982,peppan_g_35708,peppan_g_40850
LNHIMF_02249,peppan_g_747,peppan_g_6662,peppan_g_11081,peppan_g_15803,peppan_g_20339,peppan_g_25310,peppan_g_28980,peppan_g_35706,peppan_g_40848
LNHIMF_02252,peppan_g_744,peppan_g_6665,peppan_g_11084,peppan_g_15806,peppan_g_20342,peppan_g_25313,peppan_g_28977,peppan_g_35703,peppan_g_40845
LNHIMF_02264,peppan_g_732,peppan_g_6677,peppan_g_11096,peppan_g_15818,peppan_g_20354,peppan_g_25325,peppan_g_28965,peppan_g_35691,peppan_g_40833
LNHIMF_02269,peppan_g_728,peppan_g_6681,peppan_g_11100,peppan_g_15822,peppan_g_20358,peppan_g_25329,peppan_g_28961,peppan_g_35667,peppan_g_40829
LNHIMF_02306,peppan_g_681,peppan_g_6716,peppan_g_11147,peppan_g_15857,peppan_g_20394,peppan_g_25365,peppan_g_28917,peppan_g_35631,peppan_g_40786
LNHIMF_02318,peppan_g_670,peppan_g_6727,peppan_g_11158,peppan_g_15868,peppan_g_20405,peppan_g_25376,peppan_g_28906,peppan_g_35620,peppan_g_40775
LNHIMF_02322,peppan_g_666,peppan_g_6731,peppan_g_11162,peppan_g_15872,peppan_g_20409,peppan_g_25380,peppan_g_28902,peppan_g_35616,peppan_g_40771
LNHIMF_02325,peppan_g_663,peppan_g_6734,peppan_g_11165,peppan_g_15875,peppan_g_20412,peppan_g_25383,peppan_g_28899,peppan_g_35613,peppan_g_40768
LNHIMF_02331,peppan_g_657,peppan_g_6740,peppan_g_11171,peppan_g_15881,peppan_g_20418,peppan_g_25389,peppan_g_28893,peppan_g_35607,peppan_g_40762
LNHIMF_02344,peppan_g_644,peppan_g_6753,peppan_g_11184,peppan_g_15894,peppan_g_20431,peppan_g_25402,peppan_g_28880,peppan_g_35593,peppan_g_40749
LNHIMF_02358,peppan_g_631,peppan_g_6766,peppan_g_11197,peppan_g_15907,peppan_g_20444,peppan_g_25415,peppan_g_28867,peppan_g_34738,peppan_g_40736
LNHIMF_02365,peppan_g_624,peppan_g_6773,peppan_g_11204,peppan_g_15914,peppan_g_20451,peppan_g_25422,peppan_g_28860,peppan_g_34731,peppan_g_40729
LNHIMF_02384,peppan_g_601,peppan_g_6791,peppan_g_11223,peppan_g_15937,peppan_g_20484,peppan_g_25455,peppan_g_28837,peppan_g_34708,peppan_g_40706
LNHIMF_02388,peppan_g_597,peppan_g_6795,peppan_g_11227,peppan_g_15941,peppan_g_20488,peppan_g_25459,peppan_g_28833,peppan_g_34704,peppan_g_40702
LNHIMF_02417,peppan_g_570,peppan_g_6821,peppan_g_11253,peppan_g_15967,peppan_g_20514,peppan_g_25485,peppan_g_28807,peppan_g_34678,peppan_g_40676
