"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"UPF0125 protein NCTC10665_01251","","UPF0125 protein NCTC10665_01251","9","9","1","32","4404","","","","290","290","290","GEGEGB_02773","LNHIMF_02768","BEJGEH_02701","HFCAGB_02913","AJBGEP_02876","ODDLKH_03140","IKCLMC_04112","PKJKAM_02618","ONMMKP_04193"
"yjeJ","","Uncharacterized protein YjeJ","9","9","1","32","5807","","","","857","857","857","GEGEGB_04619","LNHIMF_04422","BEJGEH_04400","HFCAGB_04560","AJBGEP_04531","ODDLKH_00204","IKCLMC_01138","PKJKAM_01185","ONMMKP_02451"
"Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein","","Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein","9","9","1","32","4957","","","","218","218","218","GEGEGB_03059","LNHIMF_03041","BEJGEH_03009","HFCAGB_03221","AJBGEP_03166","ODDLKH_03429","IKCLMC_03844","PKJKAM_02357","ONMMKP_03846"
"cheW","","Chemotaxis protein CheW","9","9","1","32","7209","","","","503","503","503","GEGEGB_01018","LNHIMF_01994","BEJGEH_01144","HFCAGB_01292","AJBGEP_02018","ODDLKH_02412","IKCLMC_04216","PKJKAM_04228","ONMMKP_00106"
"yqiB","","Uncharacterized protein YqiB","9","9","1","32","4751","","","","422","422","422","GEGEGB_03259","LNHIMF_03227","BEJGEH_03201","HFCAGB_03408","AJBGEP_03352","ODDLKH_03612","IKCLMC_03658","PKJKAM_01885","ONMMKP_03645"
"group_7209","Lipoprotein","Lipoprotein","9","9","1","32","1360","","","","830","830","830","GEGEGB_02469","LNHIMF_00538","BEJGEH_00524","HFCAGB_00538","AJBGEP_00533","ODDLKH_00999","IKCLMC_02268","PKJKAM_03218","ONMMKP_01641"
"misL","","putative autotransporter","9","9","1","32","2588","","","","2135","2867","2785","GEGEGB_03966","LNHIMF_03797","BEJGEH_03803","HFCAGB_04003","AJBGEP_03944","ODDLKH_04204","IKCLMC_02619","PKJKAM_03595","ONMMKP_03076"
"yafS","","Uncharacterized protein YafS","9","9","1","32","3844","","","","722","722","722","GEGEGB_02734","LNHIMF_00274","BEJGEH_00287","HFCAGB_00277","AJBGEP_00277","ODDLKH_00749","IKCLMC_02004","PKJKAM_03482","ONMMKP_01898"
"Citrate lyase alpha chain","","Citrate lyase alpha chain","9","9","1","32","1481","","","","1529","1529","1529","GEGEGB_02361","LNHIMF_00764","BEJGEH_00630","HFCAGB_00713","AJBGEP_00645","ODDLKH_01110","IKCLMC_02434","PKJKAM_03053","ONMMKP_01531"
"marB","","Multiple antibiotic resistance protein MarB","9","9","1","32","255","","","","209","209","209","GEGEGB_01514","LNHIMF_01570","BEJGEH_01566","HFCAGB_01756","AJBGEP_01600","ODDLKH_01997","IKCLMC_04641","PKJKAM_04656","ONMMKP_00530"
"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","9","9","1","32","4947","","","","761","761","761","GEGEGB_03074","LNHIMF_03053","BEJGEH_03021","HFCAGB_03233","AJBGEP_03178","ODDLKH_03441","IKCLMC_03832","PKJKAM_02345","ONMMKP_03834"
"Sensor protein","","Sensor protein","9","9","1","32","7399","","","","1796","1796","1796","GEGEGB_01767","LNHIMF_01833","BEJGEH_01301","HFCAGB_01510","AJBGEP_01857","ODDLKH_02253","IKCLMC_04390","PKJKAM_04399","ONMMKP_00270"
"Anaerobic dimethyl sulfoxide reductase chain C","","Anaerobic dimethyl sulfoxide reductase chain C","9","9","1","32","1814","","","","863","863","863","GEGEGB_02072","LNHIMF_01054","BEJGEH_00925","HFCAGB_01011","AJBGEP_00959","ODDLKH_01422","IKCLMC_01527","PKJKAM_00963","ONMMKP_01177"
"group_7216","Cytoplasmic protein","Cytoplasmic protein","9","9","1","32","4176","","","","218","218","218","GEGEGB_00467","LNHIMF_02559","BEJGEH_02451","HFCAGB_02696","AJBGEP_02596","ODDLKH_02930","IKCLMC_01349","PKJKAM_02832","ONMMKP_04405"
"PRD domain protein","","PRD domain protein","9","9","1","32","5696","","","","1913","1913","1913","GEGEGB_04718","LNHIMF_04515","BEJGEH_04514","HFCAGB_04656","AJBGEP_04645","ODDLKH_00317","IKCLMC_03370","PKJKAM_02252","ONMMKP_02339"
"emrD","","multidrug efflux MFS transporter EmrD","9","9","1","32","2539","","","","1184","1184","1184","GEGEGB_03918","LNHIMF_03844","BEJGEH_03847","HFCAGB_04043","AJBGEP_03988","ODDLKH_04247","IKCLMC_02581","PKJKAM_03551","ONMMKP_03032"
"yjjG","","5'-nucleotidase yjjG","9","9","1","32","5378","","","","680","680","680","GEGEGB_04849","LNHIMF_04615","BEJGEH_04651","HFCAGB_04788","AJBGEP_04762","ODDLKH_00434","IKCLMC_03240","PKJKAM_02144","ONMMKP_02219"
"Mn-containing catalase","","Mn-containing catalase","9","9","1","32","7433","","","","878","878","878","GEGEGB_01733","LNHIMF_01799","BEJGEH_01334","HFCAGB_01544","AJBGEP_01823","ODDLKH_02219","IKCLMC_04424","PKJKAM_04433","ONMMKP_00304"
"bssS","","Biofilm formation regulator BssS","9","9","1","32","2008","","","","254","254","254","GEGEGB_01855","LNHIMF_01194","BEJGEH_01932","HFCAGB_02136","AJBGEP_01161","ODDLKH_01565","IKCLMC_00803","PKJKAM_00582","ONMMKP_00974"
"General negative regulator of transcription subunit 1","","General negative regulator of transcription subunit 1","9","9","1","32","520","","","","278","278","278","GEGEGB_01237","LNHIMF_01339","BEJGEH_01795","HFCAGB_01999","AJBGEP_01369","ODDLKH_01766","IKCLMC_04872","PKJKAM_00935","ONMMKP_00838"
"Disulfide bond formation protein B","","Disulfide bond formation protein B","9","9","1","32","7355","","","","530","530","530","GEGEGB_01133","LNHIMF_01875","BEJGEH_01258","HFCAGB_01468","AJBGEP_01898","ODDLKH_02295","IKCLMC_04347","PKJKAM_04358","ONMMKP_00229"
"DUF218 domain-containing protein","","DUF218 domain-containing protein","9","9","1","32","1838","","","","776","776","776","GEGEGB_02047","LNHIMF_01077","BEJGEH_00947","HFCAGB_01034","AJBGEP_00982","ODDLKH_01445","IKCLMC_01550","PKJKAM_00940","ONMMKP_01154"
"Cyclic pyranopterin monophosphate synthase","","Cyclic pyranopterin monophosphate synthase","9","9","1","32","1623","","","","443","443","443","GEGEGB_02193","LNHIMF_00933","BEJGEH_00804","HFCAGB_00883","AJBGEP_00828","ODDLKH_01295","IKCLMC_01393","PKJKAM_01090","ONMMKP_01307"
"2,4-dihydroxydec-2-ene-1,10-dioic acid aldolase","","2,4-dihydroxydec-2-ene-1,10-dioic acid aldolase","9","9","1","32","1948","","","","791","791","791","GEGEGB_01913","LNHIMF_01136","BEJGEH_01009","HFCAGB_01152","AJBGEP_01103","ODDLKH_01507","IKCLMC_00599","PKJKAM_00643","ONMMKP_01032"
"Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","9","9","1","32","2315","","","","1829","1829","1829","GEGEGB_03855","LNHIMF_03902","BEJGEH_03905","HFCAGB_04103","AJBGEP_04055","ODDLKH_04306","IKCLMC_02517","PKJKAM_01620","ONMMKP_02918"
"dgcN","","Diguanylate cyclase DgcN","9","9","1","32","4391","","","","1220","1220","1220","GEGEGB_02760","LNHIMF_02755","BEJGEH_02688","HFCAGB_02900","AJBGEP_02863","ODDLKH_03127","IKCLMC_04125","PKJKAM_02631","ONMMKP_04206"
"tRNA uridine(34) hydroxylase","","tRNA uridine(34) hydroxylase","9","9","1","32","2013","","","","1052","1052","1052","GEGEGB_01860","LNHIMF_01189","BEJGEH_01937","HFCAGB_02141","AJBGEP_01156","ODDLKH_01560","IKCLMC_00798","PKJKAM_00587","ONMMKP_00979"
"Carbohydrate degradation protein","","Carbohydrate degradation protein","9","9","1","32","4088","","","","830","830","830","GEGEGB_00563","LNHIMF_02472","BEJGEH_02364","HFCAGB_02601","AJBGEP_02508","ODDLKH_02842","IKCLMC_01650","PKJKAM_02921","ONMMKP_04493"
"stbD","","Fimbrial usher protein StbD","9","9","1","32","1168","","","","1325","1325","1325","GEGEGB_02656","LNHIMF_00365","BEJGEH_00346","HFCAGB_00357","AJBGEP_00357","ODDLKH_00823","IKCLMC_02090","PKJKAM_03395","ONMMKP_01820"
"Primosomal protein 1","","Primosomal protein 1","9","9","1","32","5390","","","","539","539","539","GEGEGB_04834","LNHIMF_04600","BEJGEH_04636","HFCAGB_04773","AJBGEP_04747","ODDLKH_00419","IKCLMC_03255","PKJKAM_02159","ONMMKP_02234"
"Tetrathionate reductase subunit B","","Tetrathionate reductase subunit B","9","9","1","32","417","","","","734","734","734","GEGEGB_01326","LNHIMF_01433","BEJGEH_01701","HFCAGB_01896","AJBGEP_01465","ODDLKH_01862","IKCLMC_04778","PKJKAM_00831","ONMMKP_00664"
"pdeF","","Cyclic di-GMP phosphodiesterase PdeF","9","9","1","32","4261","","","","2213","2213","2213","GEGEGB_00386","LNHIMF_02636","BEJGEH_02532","HFCAGB_02776","AJBGEP_02676","ODDLKH_03008","IKCLMC_01270","PKJKAM_02754","ONMMKP_04326"
"yfeR","","Uncharacterized HTH-type transcriptional regulator YfeR","9","9","1","32","4174","","","","926","926","926","GEGEGB_00469","LNHIMF_02557","BEJGEH_02449","HFCAGB_02694","AJBGEP_02594","ODDLKH_02928","IKCLMC_01351","PKJKAM_02834","ONMMKP_04407"
"RpoE-regulated lipoprotein","","RpoE-regulated lipoprotein","9","9","1","32","4199","","","","575","575","575","GEGEGB_00447","LNHIMF_02579","BEJGEH_02472","HFCAGB_02717","AJBGEP_02617","ODDLKH_02951","IKCLMC_01328","PKJKAM_02812","ONMMKP_04384"
"Flavodoxin/ferredoxin--NADP reductase","","Flavodoxin/ferredoxin--NADP reductase","9","9","1","32","3087","","","","746","746","746","GEGEGB_03721","LNHIMF_04128","BEJGEH_04139","HFCAGB_04328","AJBGEP_04283","ODDLKH_04533","IKCLMC_00727","PKJKAM_01398","ONMMKP_02697"
"yqhD","","Alcohol dehydrogenase YqhD","9","9","1","32","4783","","","","1163","1163","1163","GEGEGB_03235","LNHIMF_03207","BEJGEH_03174","HFCAGB_03387","AJBGEP_03331","ODDLKH_03591","IKCLMC_03680","PKJKAM_01906","ONMMKP_03666"
"group_7239","Arabinose operon regulatory protein","Arabinose operon regulatory protein","9","9","1","32","3594","","","","845","845","845","GEGEGB_00113","LNHIMF_00106","BEJGEH_00110","HFCAGB_00104","AJBGEP_00108","ODDLKH_00581","IKCLMC_03093","PKJKAM_01996","ONMMKP_02074"
"feoC","","putative [Fe-S]-dependent transcriptional repressor FeoC","9","9","1","32","2862","","","","236","236","236","GEGEGB_04218","LNHIMF_03552","BEJGEH_03534","HFCAGB_03736","AJBGEP_03682","ODDLKH_03944","IKCLMC_02875","PKJKAM_03841","ONMMKP_03324"
"Glycerol dehydrogenase","","Glycerol dehydrogenase","9","9","1","32","3114","","","","1103","1103","1103","GEGEGB_03693","LNHIMF_04152","BEJGEH_04165","HFCAGB_04358","AJBGEP_04309","ODDLKH_04559","IKCLMC_00753","PKJKAM_01372","ONMMKP_02669"
"gltD","","glutamate synthase subunit GltD","9","9","1","32","4605","","","","1418","1418","1418","GEGEGB_03415","LNHIMF_03375","BEJGEH_03353","HFCAGB_03557","AJBGEP_03502","ODDLKH_03765","IKCLMC_03507","PKJKAM_01693","ONMMKP_03500"
"group_7243","hypothetical protein","hypothetical protein","9","9","1","32","3218","","","","245","245","245","GEGEGB_04354","LNHIMF_04238","BEJGEH_04276","HFCAGB_04452","AJBGEP_04421","ODDLKH_00082","IKCLMC_01027","PKJKAM_01295","ONMMKP_02562"
"Nucleoside triphosphate pyrophosphohydrolase","","Nucleoside triphosphate pyrophosphohydrolase","9","9","1","32","5024","","","","800","800","800","GEGEGB_02992","LNHIMF_02985","BEJGEH_02946","HFCAGB_03159","AJBGEP_03110","ODDLKH_03372","IKCLMC_03900","PKJKAM_02418","ONMMKP_03907"
"iroB","","salmochelin biosynthesis C-glycosyltransferase IroB","9","9","1","32","5232","","","","1115","1115","1115","GEGEGB_02807","LNHIMF_02800","BEJGEH_02755","HFCAGB_02971","AJBGEP_02923","ODDLKH_03186","IKCLMC_04085","PKJKAM_02606","ONMMKP_04095"
"Acylphosphatase","","Acylphosphatase","9","9","1","32","1926","","","","281","281","281","GEGEGB_01937","LNHIMF_01114","BEJGEH_00987","HFCAGB_01130","AJBGEP_01081","ODDLKH_01485","IKCLMC_00577","PKJKAM_00665","ONMMKP_01054"
"tcuB","","tricarballylate utilization protein TcuB","9","9","1","32","1782","","","","1139","1139","1139","GEGEGB_02299","LNHIMF_00829","BEJGEH_00703","HFCAGB_00785","AJBGEP_00715","ODDLKH_01182","IKCLMC_00439","PKJKAM_00335","ONMMKP_01463"
"Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter","","Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter","9","9","1","32","1689","","","","773","773","773","GEGEGB_02216","LNHIMF_00911","BEJGEH_00782","HFCAGB_00861","AJBGEP_00806","ODDLKH_01273","IKCLMC_01371","PKJKAM_01112","ONMMKP_01372"
"Secondary thiamine-phosphate synthase enzyme","","Secondary thiamine-phosphate synthase enzyme","9","9","1","32","5982","","","","416","416","416","GEGEGB_04382","LNHIMF_04326","BEJGEH_04304","HFCAGB_04480","AJBGEP_04449","ODDLKH_00110","IKCLMC_01055","PKJKAM_01267","ONMMKP_02535"
"Purine nucleoside phosphorylase","","Purine nucleoside phosphorylase","9","9","1","32","4371","","","","731","731","731","GEGEGB_02751","LNHIMF_02746","BEJGEH_02646","HFCAGB_02891","AJBGEP_02854","ODDLKH_03118","IKCLMC_04134","PKJKAM_02640","ONMMKP_04215"
"UPF0301 protein YPO0936/y3322/YP_3506","","UPF0301 protein YPO0936/y3322/YP_3506","9","9","1","32","4859","","","","563","563","563","GEGEGB_03161","LNHIMF_03134","BEJGEH_03104","HFCAGB_03317","AJBGEP_03260","ODDLKH_03522","IKCLMC_03749","PKJKAM_00294","ONMMKP_03752"
"selO","","Protein adenylyltransferase SelO","9","9","1","32","459","","","","1442","1442","1442","GEGEGB_01295","LNHIMF_01392","BEJGEH_01742","HFCAGB_01937","AJBGEP_01424","ODDLKH_01821","IKCLMC_04819","PKJKAM_00873","ONMMKP_00706"
"Fumarate hydratase class II","","Fumarate hydratase class II","9","9","1","32","328","","","","1403","1403","1403","GEGEGB_01410","LNHIMF_01520","BEJGEH_01616","HFCAGB_01809","AJBGEP_01549","ODDLKH_01947","IKCLMC_04693","PKJKAM_00176","ONMMKP_00580"
"spaR","","SPI-1 type III secretion system export apparatus protein SpaR","9","9","1","32","5107","","","","791","791","791","GEGEGB_02928","LNHIMF_02921","BEJGEH_02875","HFCAGB_03093","AJBGEP_03044","ODDLKH_03306","IKCLMC_03966","PKJKAM_02486","ONMMKP_03974"
"group_7255","hypothetical protein","hypothetical protein","9","9","1","32","7323","","","","239","239","239","GEGEGB_01100","LNHIMF_01908","BEJGEH_01225","HFCAGB_01435","AJBGEP_01933","ODDLKH_02328","IKCLMC_04314","PKJKAM_04325","ONMMKP_00196"
"sgcB","","Putative phosphotransferase enzyme IIB component SgcB","9","9","1","32","7564","","","","281","281","281","GEGEGB_01602","LNHIMF_01671","BEJGEH_01463","HFCAGB_01670","AJBGEP_01699","ODDLKH_02097","IKCLMC_04547","PKJKAM_04558","ONMMKP_00432"
"N-succinylarginine dihydrolase","","N-succinylarginine dihydrolase","9","9","1","32","497","","","","1343","1343","1343","GEGEGB_01252","LNHIMF_01353","BEJGEH_01781","HFCAGB_01977","AJBGEP_01383","ODDLKH_01780","IKCLMC_04858","PKJKAM_00912","ONMMKP_00824"
"Ribonuclease D","","Ribonuclease D","9","9","1","32","7345","","","","1115","1115","1115","GEGEGB_01123","LNHIMF_01885","BEJGEH_01248","HFCAGB_01458","AJBGEP_01908","ODDLKH_02305","IKCLMC_04337","PKJKAM_04348","ONMMKP_00219"
"glmU","","Bifunctional protein GlmU","9","9","1","32","2316","","","","1370","1370","1370","GEGEGB_03854","LNHIMF_03903","BEJGEH_03906","HFCAGB_04104","AJBGEP_04056","ODDLKH_04307","IKCLMC_02516","PKJKAM_01619","ONMMKP_02917"
"pmrB","","sensory kinase PmrB","9","9","1","32","5941","","","","1079","1079","1079","GEGEGB_04425","LNHIMF_04369","BEJGEH_04347","HFCAGB_04522","AJBGEP_04491","ODDLKH_00152","IKCLMC_01097","PKJKAM_01225","ONMMKP_02493"
"[ribosomal protein uS5]-alanine N-acetyltransferase","","[ribosomal protein uS5]-alanine N-acetyltransferase","9","9","1","32","2002","","","","584","584","584","GEGEGB_01849","LNHIMF_01200","BEJGEH_01926","HFCAGB_02130","AJBGEP_01167","ODDLKH_01571","IKCLMC_00809","PKJKAM_00576","ONMMKP_00968"
"yjiK","","Uncharacterized protein YjiK","9","9","1","32","5922","","","","860","860","860","GEGEGB_04446","LNHIMF_04388","BEJGEH_04369","HFCAGB_04541","AJBGEP_04510","ODDLKH_00171","IKCLMC_01116","PKJKAM_01206","ONMMKP_02472"
"suhB","","Nus factor SuhB","9","9","1","32","4307","","","","803","803","803","GEGEGB_00335","LNHIMF_02679","BEJGEH_02577","HFCAGB_02825","AJBGEP_02721","ODDLKH_03052","IKCLMC_01226","PKJKAM_02709","ONMMKP_04281"
"NAD(P)H-flavin reductase","","NAD(P)H-flavin reductase","9","9","1","32","2436","","","","701","701","701","GEGEGB_03493","LNHIMF_04019","BEJGEH_04026","HFCAGB_04219","AJBGEP_04174","ODDLKH_04424","IKCLMC_00458","PKJKAM_01503","ONMMKP_02802"
"Hydroxyaromatic non-oxidative decarboxylase protein D","","Hydroxyaromatic non-oxidative decarboxylase protein D","9","9","1","32","5065","","","","236","236","236","GEGEGB_02960","LNHIMF_02953","BEJGEH_02912","HFCAGB_03127","AJBGEP_03079","ODDLKH_03341","IKCLMC_03931","PKJKAM_02449","ONMMKP_03939"
"cysteine desulfurase","","cysteine desulfurase","9","9","1","32","4979","","","","1205","1205","1205","GEGEGB_03034","LNHIMF_03018","BEJGEH_02986","HFCAGB_03198","AJBGEP_03143","ODDLKH_03406","IKCLMC_03867","PKJKAM_02380","ONMMKP_03869"
"DUF333 domain-containing protein","","DUF333 domain-containing protein","9","9","1","32","542","","","","251","251","251","GEGEGB_01218","LNHIMF_01321","BEJGEH_01813","HFCAGB_02016","AJBGEP_01352","ODDLKH_01749","IKCLMC_04890","PKJKAM_00471","ONMMKP_00856"
"D-serine dehydratase","","D-serine dehydratase","9","9","1","32","2535","","","","1322","1322","1322","GEGEGB_03914","LNHIMF_03848","BEJGEH_03851","HFCAGB_04047","AJBGEP_03992","ODDLKH_04251","IKCLMC_02577","PKJKAM_03547","ONMMKP_03028"
"Class I SAM-dependent methyltransferase","","Class I SAM-dependent methyltransferase","9","9","1","32","7534","","","","662","662","662","GEGEGB_01621","LNHIMF_01696","BEJGEH_01433","HFCAGB_01642","AJBGEP_01725","ODDLKH_02123","IKCLMC_04521","PKJKAM_04532","ONMMKP_00402"
"putative 3-deoxy-manno-octulosonic acid transferase","","putative 3-deoxy-manno-octulosonic acid transferase","9","9","1","32","2638","","","","128","809","733","GEGEGB_04012","LNHIMF_03749","BEJGEH_03754","HFCAGB_03957","AJBGEP_03901","ODDLKH_04161","IKCLMC_02657","PKJKAM_03633","ONMMKP_03114"
"ytfJ","","Uncharacterized protein YtfJ","9","9","1","32","5735","","","","557","557","557","GEGEGB_04691","LNHIMF_04491","BEJGEH_04472","HFCAGB_04632","AJBGEP_04602","ODDLKH_00275","IKCLMC_03394","PKJKAM_02295","ONMMKP_02381"
"clcA","","H(+)/Cl(-) exchange transporter ClcA","9","9","1","32","3715","","","","1421","1421","1421","GEGEGB_00216","LNHIMF_00210","BEJGEH_00224","HFCAGB_00214","AJBGEP_00215","ODDLKH_00687","IKCLMC_02985","PKJKAM_00704","ONMMKP_01958"
"ytgA","","Uncharacterized protein YtgA","9","9","1","32","5671","","","","488","488","488","GEGEGB_04743","LNHIMF_04538","BEJGEH_04537","HFCAGB_04679","AJBGEP_04670","ODDLKH_00340","IKCLMC_03348","PKJKAM_02229","ONMMKP_02316"
"fixA","","Protein FixA","9","9","1","32","3563","","","","770","770","770","GEGEGB_00079","LNHIMF_00077","BEJGEH_00078","HFCAGB_00078","AJBGEP_00079","ODDLKH_00552","IKCLMC_03123","PKJKAM_02025","ONMMKP_02103"
"Diaminopimelate decarboxylase","","Diaminopimelate decarboxylase","9","9","1","32","4951","","","","1262","1262","1262","GEGEGB_03070","LNHIMF_03049","BEJGEH_03017","HFCAGB_03229","AJBGEP_03174","ODDLKH_03437","IKCLMC_03836","PKJKAM_02349","ONMMKP_03838"
"PNPLA domain-containing protein","","PNPLA domain-containing protein","9","9","1","32","5374","","","","1094","1094","1094","GEGEGB_04853","LNHIMF_04619","BEJGEH_04655","HFCAGB_04792","AJBGEP_04766","ODDLKH_00438","IKCLMC_03236","PKJKAM_02140","ONMMKP_02215"
"zntR","","HTH-type transcriptional regulator ZntR","9","9","1","32","2968","","","","425","425","425","GEGEGB_04316","LNHIMF_03457","BEJGEH_03435","HFCAGB_03641","AJBGEP_03585","ODDLKH_03849","IKCLMC_00141","PKJKAM_00112","ONMMKP_03419"
"N-acetyltransferase domain-containing protein","","N-acetyltransferase domain-containing protein","9","9","1","32","4058","","","","461","461","461","GEGEGB_00591","LNHIMF_02445","BEJGEH_02335","HFCAGB_02571","AJBGEP_02479","ODDLKH_02813","IKCLMC_01680","PKJKAM_02948","ONMMKP_04521"
"Protein bax","","Protein bax","9","9","1","32","2695","","","","824","824","824","GEGEGB_04067","LNHIMF_03697","BEJGEH_03698","HFCAGB_03903","AJBGEP_03847","ODDLKH_04107","IKCLMC_02711","PKJKAM_03687","ONMMKP_03170"
"Ribosomal RNA small subunit methyltransferase G","","Ribosomal RNA small subunit methyltransferase G","9","9","1","32","2327","","","","623","623","623","GEGEGB_03842","LNHIMF_03915","BEJGEH_03918","HFCAGB_04116","AJBGEP_04068","ODDLKH_04319","IKCLMC_02504","PKJKAM_01607","ONMMKP_02905"
"Precorrin-3B C(17)-methyltransferase","","Precorrin-3B C(17)-methyltransferase","9","9","1","32","6911","","","","725","725","725","GEGEGB_00897","LNHIMF_02102","BEJGEH_02043","HFCAGB_02283","AJBGEP_02184","ODDLKH_02517","IKCLMC_01976","PKJKAM_04122","ONMMKP_04807"
"kdpE","","KDP operon transcriptional regulatory protein KdpE","9","9","1","32","1767","","","","677","677","677","GEGEGB_02284","LNHIMF_00843","BEJGEH_00716","HFCAGB_00797","AJBGEP_00728","ODDLKH_01195","IKCLMC_00426","PKJKAM_00402","ONMMKP_01450"
"ssaD","","SctD family type III secretion system inner membrane ring subunit SsaD","9","9","1","32","407","","","","1211","1211","1211","GEGEGB_01336","LNHIMF_01443","BEJGEH_01691","HFCAGB_01885","AJBGEP_01475","ODDLKH_01872","IKCLMC_04768","PKJKAM_00821","ONMMKP_00654"
"iacP","","putative acyl carrier protein","9","9","1","32","5114","","","","248","248","248","GEGEGB_02921","LNHIMF_02914","BEJGEH_02868","HFCAGB_03086","AJBGEP_03037","ODDLKH_03299","IKCLMC_03973","PKJKAM_02493","ONMMKP_03981"
